0.000000000000000000e+00,5.014426898956299006e+00,4.319781231880187811e+00
1.000000000000000000e+00,3.975680947303771973e+00,3.972906076908111483e+00
2.000000000000000000e+00,3.914952480792999179e+00,3.975680947303771973e+00
3.000000000000000000e+00,4.301575183868408203e+00,4.738707661628723145e+00
4.000000000000000000e+00,4.738707661628723145e+00,4.669123101234435858e+00
5.000000000000000000e+00,4.791081976890562366e+00,4.823118758201599299e+00
6.000000000000000000e+00,4.313657402992248535e+00,4.208934617042541682e+00
7.000000000000000000e+00,3.692184305191040128e+00,4.313657402992248535e+00
8.000000000000000000e+00,4.812441039085388006e+00,4.367382645606994629e+00
9.000000000000000000e+00,4.277444460988045094e+00,4.194269204139709828e+00
1.000000000000000000e+01,4.348692822456359686e+00,6.500000000000000000e+00
1.100000000000000000e+01,3.877648615837097079e+00,4.294485952456792432e+00
1.200000000000000000e+01,4.016890406608581543e+00,6.500000000000000000e+00
1.300000000000000000e+01,6.500000000000000000e+00,5.693705129623412908e+00
1.400000000000000000e+01,4.713050770759582342e+00,4.736144781112670898e+00
1.500000000000000000e+01,4.946421957015990856e+00,4.220162391662597656e+00
1.600000000000000000e+01,4.227565050125122070e+00,4.509200477600097123e+00
1.700000000000000000e+01,4.119633388519287287e+00,3.718257009983062744e+00
1.800000000000000000e+01,4.278099226951598943e+00,4.413563370704650879e+00
1.900000000000000000e+01,4.831365513801574529e+00,4.802283072471619008e+00
2.000000000000000000e+01,4.243982291221618297e+00,5.990910553932190297e+00
2.100000000000000000e+01,3.600000000000000089e+00,5.319582772254944025e+00
2.200000000000000000e+01,4.719889974594115856e+00,4.144315075874328791e+00
2.300000000000000000e+01,4.116527581214905140e+00,4.498919677734375178e+00
2.400000000000000000e+01,4.354055404663085938e+00,4.751426911354064586e+00
2.500000000000000000e+01,4.419148945808411000e+00,5.262923121452331543e+00
2.600000000000000000e+01,4.124925255775451660e+00,4.174885249137878063e+00
2.700000000000000000e+01,4.170162224769592640e+00,4.723205900192260387e+00
2.800000000000000000e+01,5.962605428695678889e+00,6.500000000000000000e+00
2.900000000000000000e+01,6.500000000000000000e+00,3.600000000000000089e+00
3.000000000000000000e+01,5.638506793975830433e+00,6.500000000000000000e+00
3.100000000000000000e+01,4.540401768684387385e+00,5.638506793975830433e+00
3.200000000000000000e+01,4.541284346580504838e+00,5.635669054985046778e+00
3.300000000000000000e+01,5.606515568494796931e+00,6.500000000000000000e+00
3.400000000000000000e+01,4.224643492698669789e+00,4.538156795501708807e+00
3.500000000000000000e+01,3.600000000000000089e+00,4.349327278137207209e+00
3.600000000000000000e+01,5.370618391036987127e+00,6.500000000000000000e+00
3.700000000000000000e+01,6.500000000000000000e+00,3.878224158287048251e+00
3.800000000000000000e+01,4.866887950897217152e+00,5.317602515220642090e+00
3.900000000000000000e+01,4.068417142331600012e+00,3.600000000000000089e+00
4.000000000000000000e+01,4.407054114341735662e+00,4.066195201873779475e+00
4.100000000000000000e+01,5.165803503990173517e+00,4.083827446807514860e+00
4.200000000000000000e+01,4.524969696998596191e+00,4.283504796028137385e+00
4.300000000000000000e+01,3.830228674411773504e+00,4.349812316894531072e+00
4.400000000000000000e+01,3.600000000000000089e+00,4.587470293045043945e+00
4.500000000000000000e+01,3.890084969997405828e+00,4.186497020721435369e+00
4.600000000000000000e+01,4.805783176422118608e+00,4.114807581901549938e+00
4.700000000000000000e+01,5.002368950843811390e+00,4.263749957084655762e+00
4.800000000000000000e+01,4.263749957084655762e+00,6.500000000000000000e+00
4.900000000000000000e+01,4.268630766868591664e+00,4.390107345581054865e+00
5.000000000000000000e+01,3.600000000000000089e+00,3.600000000000000089e+00
5.100000000000000000e+01,6.500000000000000000e+00,4.276997160911560236e+00
5.200000000000000000e+01,4.291714215278624955e+00,4.670832371711730602e+00
5.300000000000000000e+01,4.392757081985473988e+00,4.331323003768920543e+00
5.400000000000000000e+01,6.500000000000000000e+00,3.734787809848785223e+00
5.500000000000000000e+01,3.734787809848785223e+00,4.394671916961669922e+00
5.600000000000000000e+01,4.333456826210022150e+00,4.481091666221618475e+00
5.700000000000000000e+01,4.026340317726135432e+00,4.859210538864135565e+00
5.800000000000000000e+01,4.745854592323302867e+00,5.922175812721252264e+00
5.900000000000000000e+01,4.784910154342651545e+00,4.362905049324035112e+00
6.000000000000000000e+01,4.537992453575133922e+00,4.350758457183838246e+00
6.100000000000000000e+01,4.147812891006469549e+00,6.500000000000000000e+00
6.200000000000000000e+01,6.226677060127258301e+00,4.843800187110900879e+00
6.300000000000000000e+01,4.534280419349670410e+00,4.594990809758503936e+00
6.400000000000000000e+01,4.590004341602325511e+00,3.993789494037628174e+00
6.500000000000000000e+01,3.993789494037628174e+00,3.659990036487579257e+00
6.600000000000000000e+01,4.457383418083191273e+00,4.815781569480895641e+00
6.700000000000000000e+01,4.795636892318725586e+00,4.662549090385437189e+00
6.800000000000000000e+01,6.500000000000000000e+00,4.839129352569579545e+00
6.900000000000000000e+01,4.535173606872558771e+00,3.838667249679565519e+00
7.000000000000000000e+01,3.905223119258880438e+00,4.276898121833800914e+00
7.100000000000000000e+01,4.167209053039551137e+00,4.694469714164733354e+00
7.200000000000000000e+01,5.090604639053344371e+00,4.444201469421386719e+00
7.300000000000000000e+01,4.331510019302368342e+00,5.007507324218750000e+00
7.400000000000000000e+01,4.610830736160278498e+00,4.306446146965027033e+00
7.500000000000000000e+01,4.273507952690124512e+00,4.596140360832214000e+00
7.600000000000000000e+01,6.086801433563231889e+00,4.392757439613342640e+00
7.700000000000000000e+01,5.065773653984069647e+00,4.621236300468444469e+00
7.800000000000000000e+01,3.600000000000000089e+00,4.475736260414123535e+00
7.900000000000000000e+01,6.326489543914794567e+00,5.516262149810790660e+00
8.000000000000000000e+01,5.516262149810790660e+00,4.781075787544250666e+00
8.100000000000000000e+01,4.019138574600219727e+00,4.627806591987609686e+00
8.200000000000000000e+01,3.600000000000000089e+00,3.988743937015533092e+00
8.300000000000000000e+01,4.522878408432006836e+00,3.833195369243621808e+00
8.400000000000000000e+01,4.283112883567810059e+00,4.118461918830871760e+00
8.500000000000000000e+01,3.943707954883574729e+00,5.004700684547424672e+00
8.600000000000000000e+01,5.004700684547424672e+00,4.507292222976683860e+00
8.700000000000000000e+01,4.549969673156738281e+00,4.438383102416992188e+00
8.800000000000000000e+01,4.349688172340393066e+00,4.858996653556823198e+00
8.900000000000000000e+01,5.009527111053467152e+00,4.393393754959106445e+00
9.000000000000000000e+01,3.600000000000000089e+00,4.579792714118957164e+00
9.100000000000000000e+01,4.751756596565246404e+00,4.031439304351806641e+00
9.200000000000000000e+01,4.581925511360168457e+00,6.500000000000000000e+00
9.300000000000000000e+01,4.619487714767456232e+00,4.315694403648376642e+00
9.400000000000000000e+01,4.504848647117614568e+00,4.403973221778869629e+00
9.500000000000000000e+01,4.407600569725036443e+00,4.407438683509826483e+00
