1.668988526528120175e+01,2.266639824574232165e+01
1.635646511138371650e+01,2.233297809184483640e+01
1.601891015298516052e+01,2.199542313344628042e+01
1.570247287981635509e+01,2.167898586027747498e+01
1.538644070443518430e+01,2.136295368489630420e+01
1.511291924013316290e+01,2.108943222059428280e+01
1.480102275040291815e+01,2.077753573086403804e+01
1.444908663561052009e+01,2.042559961607163999e+01
1.413959402121535902e+01,2.011610700167647892e+01
1.382263566064550275e+01,1.979914864110662265e+01
1.347804639672166260e+01,1.945455937718278250e+01
1.316851928569985120e+01,1.914503226616097109e+01
1.293526398747136597e+01,1.891177696793248586e+01
1.278986026990322600e+01,1.876637325036434589e+01
1.266384648660450196e+01,1.864035946706562186e+01
1.254840445727036524e+01,1.852491743773148514e+01
1.241664081880171722e+01,1.839315379926283711e+01
1.226697231871152027e+01,1.824348529917264017e+01
1.210370343020882089e+01,1.808021641066994079e+01
1.192196474233543668e+01,1.789847772279655658e+01
1.173855877400244552e+01,1.771507175446356541e+01
1.154741411597763801e+01,1.752392709643875790e+01
1.135956054499220969e+01,1.733607352545332958e+01
1.118620411904477763e+01,1.716271709950589752e+01
1.102766042177071526e+01,1.700417340223183515e+01
1.089812716222295563e+01,1.687464014268407553e+01
1.078829484866115607e+01,1.676480782912227596e+01
1.068342675556089816e+01,1.665993973602201805e+01
1.059419516629272096e+01,1.657070814675384085e+01
1.052034025728533706e+01,1.649685323774645695e+01
1.047041821929233762e+01,1.644693119975345752e+01
1.043040162528994586e+01,1.640691460575106575e+01
1.039782159534227546e+01,1.637433457580339535e+01
1.037533181173395747e+01,1.635184479219508091e+01
1.036668633901421899e+01,1.634319931947533888e+01
1.040952871994921836e+01,1.638604170041033825e+01
1.045636652609726980e+01,1.643287950655838969e+01
1.053386183493524086e+01,1.651037481539636076e+01
1.063435102523702014e+01,1.661086400569814003e+01
1.075250867650613884e+01,1.672902165696725874e+01
1.087807855717519345e+01,1.685459153763631335e+01
1.104389081101189518e+01,1.702040379147301508e+01
1.123583686427575046e+01,1.721234984473687035e+01
1.146556963814536445e+01,1.744208261860648435e+01
1.170466459657399128e+01,1.768117757703511117e+01
1.195511739397573336e+01,1.793163037443685326e+01
1.222786062115080341e+01,1.820437360161192331e+01
1.249902318798966405e+01,1.847553616845078395e+01
1.279395741206321091e+01,1.877047039252433080e+01
1.308606859884631035e+01,1.906258157930743025e+01
1.338464721045281181e+01,1.936116019091393170e+01
1.369376960089441297e+01,1.967028258135553287e+01
1.399245601354899904e+01,1.996896899401011893e+01
1.429572264341921439e+01,2.027223562388033429e+01
1.458668307497217498e+01,2.056319605543329487e+01
1.487919919143979186e+01,2.085571217190091176e+01
1.516853770068667728e+01,2.114505068114779718e+01
1.545136348946240545e+01,2.142787646992352535e+01
1.569714144111067711e+01,2.167365442157179700e+01
1.594357868304012626e+01,2.192009166350124616e+01
1.618400580230916930e+01,2.216051878277028919e+01
1.641895213436927747e+01,2.239546511483039737e+01
1.661936850775892083e+01,2.259588148822004072e+01
1.679899004666902229e+01,2.277550302713014219e+01
1.697484821945608857e+01,2.295136119991720847e+01
1.714079341867390482e+01,2.311730639913502472e+01
1.727919309454508223e+01,2.325570607500620213e+01
1.739839355503432117e+01,2.337490653549544106e+01
1.750385384696058466e+01,2.348036682742170456e+01
1.757844634469018530e+01,2.355495932515130519e+01
1.765170023592417081e+01,2.362821321638529071e+01
1.768427988579373888e+01,2.366079286625485878e+01
1.770036725734657779e+01,2.367688023780769768e+01
1.769968009835359624e+01,2.367619307881471613e+01
1.770015417163535432e+01,2.367666715209647421e+01
1.769362023033801634e+01,2.367013321079913624e+01
1.766782966647618380e+01,2.364434264693730370e+01
1.762342811322948677e+01,2.359994109369060666e+01
1.757913310271624496e+01,2.355564608317736486e+01
1.752808147261120553e+01,2.350459445307232542e+01
1.747769060464085911e+01,2.345420358510197900e+01
1.740332377872833192e+01,2.337983675918945181e+01
1.732027720544427041e+01,2.329679018590539030e+01
1.722857743724299695e+01,2.320509041770411685e+01
1.712503901153712249e+01,2.310155199199824239e+01
1.701702297638095729e+01,2.299353595684207718e+01
1.691954000130059654e+01,2.289605298176171644e+01
1.680382984031257720e+01,2.278034282077369710e+01
1.668728822991750604e+01,2.266380121037862594e+01
1.657590140000928258e+01,2.255241438047040248e+01
1.648323192213974764e+01,2.245974490260086753e+01
1.638951813578988848e+01,2.236603111625100837e+01
1.630875324723082898e+01,2.228526622769194887e+01
1.622218596182037587e+01,2.219869894228149576e+01
1.614372564749227834e+01,2.212023862795339824e+01
1.605918897430702330e+01,2.203570195476814320e+01
1.598509370940722008e+01,2.196160668986833997e+01
1.588030635116968270e+01,2.185681933163080259e+01
1.576572401081408614e+01,2.174223699127520604e+01
1.566865150776087390e+01,2.164516448822199379e+01
1.557762324255824993e+01,2.155413622301936982e+01
1.549519439963196632e+01,2.147170738009308621e+01
1.541932783527708395e+01,2.139584081573820384e+01
1.539373693051974001e+01,2.137024991098085991e+01
1.532083016642848250e+01,2.129734314688960239e+01
1.522279753348286491e+01,2.119931051394398480e+01
1.510792640755026994e+01,2.108443938801138984e+01
1.501390357857184554e+01,2.099041655903296544e+01
1.490958316738024436e+01,2.088609614784136426e+01
1.480486609377603102e+01,2.078137907423715092e+01
1.469225203515144429e+01,2.066876501561256418e+01
1.458414955109821776e+01,2.056066253155933765e+01
1.447039424005052055e+01,2.044690722051164045e+01
1.437751535729861629e+01,2.035402833775973619e+01
1.428521305964732235e+01,2.026172604010844225e+01
1.419342871710412268e+01,2.016994169756524258e+01
1.407223927576598399e+01,2.004875225622710389e+01
1.398037337860809615e+01,1.995688635906921604e+01
1.389754946007635894e+01,1.987406244053747884e+01
1.382810104481616875e+01,1.980461402527728865e+01
1.376715509781007896e+01,1.974366807827119885e+01
1.372251166758296748e+01,1.969902464804408737e+01
1.366638545006714267e+01,1.964289843052826257e+01
1.366992681208232696e+01,1.964643979254344686e+01
1.373257541996591513e+01,1.970908840042703503e+01
1.373892278601740102e+01,1.971543576647852092e+01
1.370592831582985482e+01,1.968244129629097472e+01
1.364582722045897256e+01,1.962234020092009246e+01
1.356830930756460774e+01,1.954482228802572763e+01
1.347164768518762301e+01,1.944816066564874291e+01
1.337521444980477625e+01,1.935172743026589615e+01
1.327784369964914291e+01,1.925435668011026280e+01
1.322562182562834110e+01,1.920213480608946099e+01
1.320298511336371305e+01,1.917949809382483295e+01
1.318719685566070510e+01,1.916370983612182499e+01
1.318765303112218490e+01,1.916416601158330479e+01
1.319075333713121623e+01,1.916726631759233612e+01
1.318524868278858619e+01,1.916176166324970609e+01
1.316342395490869777e+01,1.913993693536981766e+01
1.313027517378927556e+01,1.910678815425039545e+01
1.308756011731187030e+01,1.906407309777299020e+01
1.303559771665927158e+01,1.901211069712039148e+01
1.300912593565321984e+01,1.898563891611433974e+01
1.298744384073346581e+01,1.896395682119458570e+01
1.297048636539193822e+01,1.894699934585305812e+01
1.296901216458826767e+01,1.894552514504938756e+01
1.299389975633015482e+01,1.897041273679127471e+01
1.302474378140927413e+01,1.900125676187039403e+01
1.306914389526180642e+01,1.904565687572292632e+01
1.310963912922057162e+01,1.908615210968169151e+01
1.316599824064744340e+01,1.914251122110856329e+01
1.322063433128170473e+01,1.919714731174282463e+01
1.328299317766631660e+01,1.925950615812743649e+01
1.335293217143157918e+01,1.932944515189269907e+01
1.341974378846643745e+01,1.939625676892755735e+01
1.349378626176039475e+01,1.947029924222151465e+01
1.357883510414530193e+01,1.955534808460642182e+01
1.365641407462858936e+01,1.963292705508970926e+01
1.374550804023830963e+01,1.972202102069942953e+01
1.385645244270539322e+01,1.983296542316651312e+01
1.397043325887844745e+01,1.994694623933956734e+01
1.408448269193155866e+01,2.006099567239267856e+01
1.420496572768901800e+01,2.018147870815013789e+01
1.432438400015712787e+01,2.030089698061824777e+01
1.443947075755888321e+01,2.041598373802000310e+01
1.465921792465325169e+01,2.063573090511437158e+01
1.490709707880498414e+01,2.088361005926610403e+01
1.506312941040853914e+01,2.103964239086965904e+01
1.515038382486574520e+01,2.112689680532686509e+01
1.518637016459586064e+01,2.116288314505698054e+01
1.521658251025363384e+01,2.119309549071475374e+01
1.522720417440701013e+01,2.120371715486813002e+01
1.526377013740117050e+01,2.124028311786229040e+01
1.533870235895858869e+01,2.131521533941970858e+01
1.542854039691842516e+01,2.140505337737954505e+01
1.555462299712231200e+01,2.153113597758343190e+01
1.567811219512391929e+01,2.165462517558503919e+01
1.582081423341439930e+01,2.179732721387551919e+01
1.596443659657954939e+01,2.194094957704066928e+01
