0.000000000000000000e+00,0.000000000000000000e+00,4.183219729128531128e+00,1.946269610757445978e+00,-1.271794164429400809e+01,1.396879813881541477e+00,2.857759383157767452e-01,0.000000000000000000e+00
0.000000000000000000e+00,5.459172936930399844e-01,4.416339954853379268e+00,1.944384420213801423e+00,-1.273198031789631557e+01,1.535396658760729949e+00,3.366899240304874752e-01,9.999631999999999965e-02
0.000000000000000000e+00,1.062604268943828645e+00,4.568766266991949543e+00,1.943685641778265083e+00,-1.260373191803614823e+01,1.372667471224871427e+00,3.950855123650377498e-01,2.000612400000000013e-01
0.000000000000000000e+00,1.607010557233518266e+00,4.753521784476482104e+00,1.944020555189983623e+00,-1.246670071410266800e+01,1.306146516435868987e+00,6.930903050545802468e-01,3.002125600000000172e-01
0.000000000000000000e+00,2.177451148827888705e+00,4.953014877210904388e+00,1.945414535734510064e+00,-1.230373299761501649e+01,1.337161890208871995e+00,1.143288750261977516e+00,4.003918799999999778e-01
0.000000000000000000e+00,2.774418674495623183e+00,5.151196356709133894e+00,1.947730966828845611e+00,-1.209656775602170242e+01,1.483106785928864468e+00,1.667380220239255140e+00,5.005597999999999992e-01
0.000000000000000000e+00,3.396456406608087342e+00,5.352711107492514664e+00,1.951297813933281278e+00,-1.184337997850311552e+01,1.709855752744487534e+00,2.236266622405334470e+00,6.007051199999999813e-01
0.000000000000000000e+00,4.043949875870391786e+00,5.556798996514586975e+00,1.956659567509356323e+00,-1.153641468098198963e+01,1.984300638144537166e+00,2.700766783456979514e+00,7.007744399999999985e-01
0.000000000000000000e+00,4.716832829094476764e+00,5.760206415612997510e+00,1.963839040732621610e+00,-1.117452026626387607e+01,2.291843265230100180e+00,3.002564722430351551e+00,8.007557600000000386e-01
0.000000000000000000e+00,5.406856487106165510e+00,5.967093924819345752e+00,1.972972314147528605e+00,-1.077015713390599316e+01,2.626098181679702215e+00,3.078681812975998966e+00,9.006446799999999753e-01
0.000000000000000000e+00,6.120406558818301868e+00,6.172142305046738997e+00,1.982825854298834178e+00,-1.031976337395591692e+01,2.970389170418479274e+00,2.992340683748014207e+00,1.000469999999999970e+00
